tmdb_id,title,release_date,runtime_minutes,original_language,budget_usd,worldwide_revenue_usd,popularity,vote_average,vote_count,genres,production_countries,production_companies,production_company_ids,collection_id,collection_name,director,cast_top10,cast_ids_top10,release_year,profitable,director_id,director_ids
606234,Archive,2020-08-13,109.0,en,,243279.0,7.6436,6.382,849,Science Fiction; Drama; Thriller,GB; HU; US,Independent; Hero Squared; Head Gear Films; Metrol Technology; Untapped; Quickfire Films; Lipsync Productions; XYZ Films,10583; 119153; 5056; 25954; 136586; 4186; 9987; 12142,,,Gavin Rothery,Theo James; Stacy Martin; Rhona Mitra; Peter Ferdinando; Lia Williams; Toby Jones; Richard Glover; Hans Peterson; Hadisha Sovetova; Imre Csók,587020; 1137823; 25702; 109833; 65890; 13014; 193020; 2327106; 2716134; 3021015,2020,,1528985.0,1528985
606679,The High Note,2020-06-10,113.0,en,,2217874.0,6.054,7.0,480,Romance; Comedy; Music; Drama,GB; US,Working Title Films; Perfect World Pictures; Focus Features; Working Title Films,10163; 214539; 10146; 221513,,,Nisha Ganatra,Dakota Johnson; Tracee Ellis Ross; Ice Cube; Kelvin Harrison Jr.; Bill Pullman; June Diane Raphael; Eugene Cordero; Uttera Singh; Marc Evan Jackson; Suzy Eddie Izzard,118545; 74611; 9778; 1344361; 8984; 83873; 1370567; 1678432; 141956; 1926,2020,,1239766.0,1239766
606906,Steel Rain 2: Summit,2020-07-29,132.0,ko,,12329960.0,5.2699,7.029,70,Action; Thriller; War,KR,Lotte Entertainment; Studio Genius; Yworks Entertainment,7819; 122311; 135753,619571.0,Steel Rain Collection,Yang Woo-seok,Jung Woo-sung; Kwak Do-won; Yoo Yeon-seok; Angus Macfadyen; Shin Jung-keun; Ryu Soo-young; Yum Jung-ah; Kim Yong-rim; Kim Myung-gon; Jang Kwang,17120; 1155298; 587675; 2464; 578838; 1254390; 37939; 1707462; 181332; 1096793,2020,,1285352.0,1285352
609681,The Marvels,2023-11-08,105.0,en,274800000.0,206136825.0,25.7133,5.915,3610,Science Fiction; Adventure; Action,US,Marvel Studios; Kevin Feige Productions,420; 176762,623911.0,Captain Marvel Collection,Nia DaCosta,Brie Larson; Teyonah Parris; Iman Vellani; Samuel L. Jackson; Zawe Ashton; Gary Lewis; Park Seo-jun; Zenobia Shroff; Mohan Kapur; Saagar Shaikh,60073; 970219; 2798462; 2231; 118034; 480; 1347525; 1809782; 1014905; 2889306,2023,0.0,1795072.0,1795072
610150,Dragon Ball Super: Super Hero,2022-06-11,100.0,ja,,86600000.0,7.6128,7.893,3077,Animation; Science Fiction; Action,JP,Toei Animation; Shueisha; Fuji Television Network; Bandai Namco Entertainment; Toei Company; Bandai; Bandai Spirits,5542; 2918; 3341; 12502; 5822; 155586; 152836,620873.0,Dragon Ball Super Collection,Tetsuro Kodama,Masako Nozawa; Toshio Furukawa; Yuko Minaguchi; Hiroshi Kamiya; Mamoru Miyano; Miyu Irino; Ryota Takeuchi; Aya Hisakawa; Mayumi Tanaka; Ryo Horikawa,90496; 85286; 90569; 93801; 93803; 19588; 1468251; 124478; 65510; 122501,2022,,2403335.0,2403335
610253,Halloween Kills,2021-10-14,105.0,en,20000000.0,133423964.0,9.5838,6.398,2972,Horror; Thriller,US,Blumhouse Productions; Miramax; Rough House Pictures; Trancas International Films,3172; 14; 20848; 15822,91361.0,Halloween Collection,David Gordon Green,Jamie Lee Curtis; Judy Greer; Andi Matichak; James Jude Courtney; Nick Castle; Airon Armstrong; Will Patton; Thomas Mann; Jim Cummings; Dylan Arnold,8944; 20750; 1511997; 1267684; 14692; 1142261; 883; 1142720; 1416383; 1039523,2021,1.0,64141.0,64141
611213,The Prom,2020-12-02,131.0,en,,187432.0,7.1674,6.084,722,Romance; Comedy,US,Dramatic Forces; StoryKey Entertainment,108173; 230379,,,Ryan Murphy,Meryl Streep; James Corden; Nicole Kidman; Kerry Washington; Keegan-Michael Key; Andrew Rannells; Ariana DeBose; Jo Ellen Pellman; Tracey Ullman; Kevin Chamberlin,5064; 55466; 2227; 11703; 298410; 990369; 1437491; 2467674; 30364; 34395,2020,,52779.0,52779
611698,A Writer's Odyssey,2021-02-12,130.0,zh,,150123320.0,6.3038,7.079,375,Fantasy; Action; Adventure; Drama,CN,United Entertainment Partners; 华策影业（上海）有限公司; Free Whale Pictures,105971; 149258; 186583,945803.0,A Writer's Odyssey Collection,Lu Yang,Lei Jiayin; Yang Mi; Dong Zijian; Yu Hewei; Guo Jingfei; Tong Liya; Dong Jie; Wang Shengdi; Yang Yi; Liu Tianzuo,1724403; 572043; 1353695; 1344903; 1353688; 1173214; 12676; 2682524; 2155457; 589906,2021,,1362555.0,1362555
613504,After We Collided,2020-09-02,105.0,en,14000000.0,47990414.0,12.3697,7.151,5500,Drama; Romance,US,Voltage Pictures; Offspring Entertainment; Frayed Pages Media; Wattpad,6626; 2378; 140519; 107108,702624.0,After Collection,Roger Kumble,Josephine Langford; Hero Fiennes Tiffin; Dylan Sprouse; Louise Lombard; Charlie Weber; Candice King; Shane Paul McGhie; Rob Estes; Inanna Sarkis; Selma Blair,1753914; 1114487; 95686; 20805; 147404; 85144; 1684130; 20960; 1685330; 11826,2020,1.0,11873.0,11873
614479,Insidious: The Red Door,2023-07-05,107.0,en,16000000.0,189090647.0,41.3493,6.514,2091,Horror; Thriller,US,Blumhouse Productions; Stage 6 Films; Screen Gems,3172; 11341; 3287,228446.0,Insidious Collection,Patrick Wilson,Ty Simpkins; Patrick Wilson; Sinclair Daniel; Hiam Abbass; Andrew Astor; David Call; Steve Coulter; Peter Dager; Rose Byrne; Lin Shaye,17181; 17178; 3704264; 765; 208524; 118076; 80619; 3651651; 9827; 7401,2023,1.0,17178.0,17178
614560,Mank,2020-11-13,132.0,en,25000000.0,122252.0,11.7303,6.665,1837,Drama; History,US,Netflix International Pictures,145174,,,David Fincher,Gary Oldman; Amanda Seyfried; Lily Collins; Arliss Howard; Tom Pelphrey; Sam Troughton; Ferdinand Kingsley; Tuppence Middleton; Tom Burke; Joseph Cross,64; 71070; 112561; 3229; 207442; 5421; 1211873; 89822; 52891; 33528,2020,0.0,7467.0,7467
614696,#Alive,2020-06-24,98.0,ko,6300000.0,13416285.0,7.841,7.201,2109,Action; Horror; Science Fiction,KR,Lotte Entertainment; Zip Cinema; Perspective Pictures,7819; 85150; 120633,,,Cho Il,Yoo Ah-in; Park Shin-hye; Lee Hyun-wook; Jin So-yeon; Kim Hak-sun; So Hee-jung; Joo Bo-bi; Jeon Bae-soo; Lee Chae-kyung; Oh Hye-won,572225; 1156197; 1586567; 2260416; 927755; 2776202; 2414743; 1572347; 2772781; 2173679,2020,1.0,2359485.0,2359485
614911,The Midnight Sky,2020-12-10,118.0,en,,70018.0,6.867,5.731,2068,Science Fiction; Drama,US,Smokehouse Pictures; Syndicate Films; Anonymous Content; Truenorth Productions,1782; 3819; 10039; 1634,,,George Clooney,George Clooney; Felicity Jones; David Oyelowo; Caoilinn Springall; Kyle Chandler; Demián Bichir; Tiffany Boone; Sophie Rundle; Ethan Peck; Tim Russ,1461; 72855; 35013; 2424535; 3497; 76961; 1074676; 1088620; 119586; 55538,2020,,1461.0,1461
614917,King Richard,2021-11-18,144.0,en,50000000.0,39400000.0,11.823,7.598,2928,Drama; History,US,Star Thrower Entertainment; Westbrook; Warner Bros. Pictures; Overbrook Entertainment,27497; 122771; 174; 907,,,Reinaldo Marcus Green,Will Smith; Aunjanue Ellis-Taylor; Saniyya Sidney; Demi Singleton; Jon Bernthal; Mikayla LaShae Bartholomew; Tony Goldwyn; Susie Abromeit; Dylan McDermott; Judith Chapman,2888; 53923; 1607523; 2214765; 19498; 2988968; 3417; 108696; 32597; 140198,2021,0.0,1415665.0,1415665
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-07-31,100.0,en,75000000.0,180513586.0,11.8423,7.221,1656,Animation; Comedy; Action; Science Fiction,CA; FR; US,Paramount Pictures; Nickelodeon Movies; Point Grey Pictures; Cinesite Animation; Mikros Animation,4; 2348; 16615; 75234; 199314,1156855.0,Teenage Mutant Ninja Turtles (Animated) Collection,Jeff Rowe,Micah Abbey; Shamon Brown Jr.; Nicolas Cantu; Brady Noon; Ayo Edebiri; Maya Rudolph; John Cena; Seth Rogen; Rose Byrne; Natasia Demetriou,2343267; 3127719; 1696351; 2239159; 2195140; 52792; 56446; 19274; 9827; 1971031,2023,1.0,1578590.0,1578590
614934,Elvis,2022-06-22,159.0,en,85000000.0,288670284.0,10.2704,7.443,3997,Music; History; Drama,AU; US,Warner Bros. Pictures; Bazmark; The Jackal Group,174; 240; 75060,,,Baz Luhrmann,Austin Butler; Tom Hanks; Olivia DeJonge; Helen Thomson; Richard Roxburgh; Kelvin Harrison Jr.; David Wenham; Kodi Smit-McPhee; Luke Bracey; Dacre Montgomery,86654; 31; 1385063; 94876; 12206; 1344361; 1371; 113505; 972356; 1525047,2022,1.0,6201.0,6201
615173,The Witch: Part 2. The Other One,2022-06-15,137.0,ko,,23068596.0,10.6871,7.434,472,Action; Mystery; Thriller; Science Fiction,KR,Peppermint & Company; Next Entertainment World; Studio & New; Goldmoon Film; Contents Panda; Warner Bros. Korea,10924; 20064; 106996; 128397; 73918; 103747,619533.0,The Witch Collection,Park Hoon-jung,Shin Sia; Park Eun-bin; Seo Eun-soo; Jin Goo; Sung Yoo-bin; Justin Harvey; Cha Soon-bae; Cho Min-soo; Lee Jong-suk; Kim Da-mi,2896274; 1134684; 1882314; 1299287; 1520280; 3570790; 2101538; 1294946; 1095818; 2053219,2022,,557736.0,557736
615457,Nobody,2021-03-18,91.0,en,16000000.0,57512470.0,19.1346,7.865,8648,Action; Thriller,US,87North Productions; OPE Partners; Eighty Two Films,121470; 86647; 123230,1129084.0,Nobody Collection,Ilya Naishuller,Bob Odenkirk; Aleksey Serebryakov; Connie Nielsen; Christopher Lloyd; Michael Ironside; Colin Salmon; RZA; Billy MacLellan; Araya Mengesha; Gage Munroe,59410; 113332; 935; 1062; 11086; 5414; 150; 63814; 1959472; 119251,2021,1.0,1169024.0,1169024
615643,Minari,2021-02-12,115.0,en,2000000.0,12900000.0,7.4273,7.326,1913,Drama,US,Plan B Entertainment,81,,,Lee Isaac Chung,Steven Yeun; Han Ye-ri; Youn Yuh-jung; Will Patton; Alan Kim; Noel Kate Cho; Darryl Cox; Esther Moon; Ben Hall; Eric Starkey,215055; 1057068; 1080935; 883; 2476742; 2476741; 97391; 2527851; 1486237; 126199,2021,1.0,931952.0,931952
615656,Meg 2: The Trench,2023-08-02,116.0,en,129000000.0,398500317.0,20.4439,6.364,4093,Action; Science Fiction; Horror,CN; US,Apelles Entertainment; Warner Bros. Pictures; di Bonaventura Pictures; CMC Pictures; Onaroll Productions; DF Pictures,56242; 174; 435; 92484; 208094; 65442,742536.0,The Meg Collection,Ben Wheatley,Jason Statham; Wu Jing; Shuya Sophia Cai; Page Kennedy; Sergio Peris-Mencheta; Sienna Guillory; Cliff Curtis; Skyler Samuels; Melissanthi Mahut; Whoopie van Raam,976; 78871; 1704579; 177214; 78994; 7055; 7248; 110930; 1977759; 1503556,2023,1.0,137467.0,137467
615777,Babylon,2022-12-22,189.0,en,78000000.0,65267446.0,20.8644,7.334,3904,Drama; Comedy,US,Paramount Pictures; Marc Platt Productions; C2 Motion Picture Group; Organism Pictures; Wild Chickens Productions,4; 2527; 184518; 187221; 224269,,,Damien Chazelle,Diego Calva; Margot Robbie; Brad Pitt; Jovan Adepo; Jean Smart; J.C. Currais; Jimmy Ortega; Marcos A. Ferraez; Shane Powers; Phoebe Tonkin,1413390; 234352; 287; 1607522; 5376; 932143; 4606; 21401; 117569; 145247,2022,0.0,136495.0,136495
615904,Marry Me,2022-02-09,112.0,en,23000000.0,44000000.0,6.4467,6.605,1126,Romance; Comedy; Music,CN; US,Nuyorican Productions; Perfect World Pictures; Kung Fu Monkey Productions,1620; 10338; 213235,,,Kat Coiro,Jennifer Lopez; Owen Wilson; Maluma; John Bradley; Sarah Silverman; Chloe Coleman; Michelle Buteau; Khalil Middleton; Kat Cunning; Taliyah Whitaker,16866; 887; 2362790; 1010135; 7404; 1696016; 1475128; 3430524; 2126621; 1684143,2022,1.0,59218.0,59218
616037,Thor: Love and Thunder,2022-07-06,119.0,en,250000000.0,760928081.0,26.3025,6.361,8902,Fantasy; Action; Comedy,US,Marvel Studios; Kevin Feige Productions,420; 176762,131296.0,Thor Collection,Taika Waititi,Chris Hemsworth; Natalie Portman; Christian Bale; Tessa Thompson; Taika Waititi; Russell Crowe; Jaimie Alexander; Idris Elba; Chris Pratt; Dave Bautista,74568; 524; 3894; 62561; 55934; 934; 59817; 17605; 73457; 543530,2022,1.0,55934.0,55934
616651,Stillwater,2021-07-29,139.0,en,20000000.0,19754272.0,5.9451,6.631,1459,Drama; Crime; Thriller,FR; US,Participant; DreamWorks Pictures; Slow Pony; Anonymous Content; 3dot Productions; Supernatural Pictures; Focus Features; Mandate International; Firstep,6735; 7; 154740; 10039; 123420; 38399; 10146; 181992; 171888,,,Tom McCarthy,Matt Damon; Camille Cottin; Abigail Breslin; Lilou Siauvaud; Deanna Dunagan; Moussa Maaskri; Anne Le Ny; Idir Azougli; Naidra Ayadi; Gilbert Traïna,1892; 1348474; 17140; 3101528; 204271; 20532; 19370; 2024090; 500341; 1174340,2021,0.0,17867.0,17867
616747,Haunted Mansion,2023-07-26,123.0,en,157800000.0,117449790.0,7.3225,6.434,1270,Comedy; Drama; Fantasy,US,Walt Disney Pictures; Rideback,2; 118854,,,Justin Simien,Rosario Dawson; Chase W. Dillon; LaKeith Stanfield; Owen Wilson; Tiffany Haddish; Danny DeVito; Jared Leto; Jamie Lee Curtis; J.R. Adduci; Creek Wilson,5916; 2461073; 1200864; 887; 1230868; 518; 7499; 8944; 1763912; 2043169,2023,0.0,1059571.0,1059571
616820,Halloween Ends,2022-10-12,111.0,en,33000000.0,105400796.0,10.0707,6.016,2075,Horror; Thriller,US,Universal Pictures; Blumhouse Productions; Miramax; Rough House Pictures; Trancas International Films,33; 3172; 14; 20848; 15822,91361.0,Halloween Collection,David Gordon Green,Jamie Lee Curtis; Andi Matichak; James Jude Courtney; Rohan Campbell; Will Patton; Jesse C. Boyd; Michael Barbieri; Destiny Mone; Joey Harris; Marteen,8944; 1511997; 1267684; 1196041; 883; 180300; 1551547; 3740402; 3740404; 3740408,2022,1.0,64141.0,64141
617502,Jolt,2021-07-15,91.0,en,,238524.0,8.4311,6.495,1427,Action; Thriller; Crime,BG; FR; US,Millennium Media; Amazon Studios; Campbell Grobman Films; Busted Shark Productions; Electric Films; Nu Boyana Film Studios; Jolt Productions; Davis Films,1020; 20580; 48738; 60621; 140229; 74795; 157863; 342,,,Tanya Wexler,Kate Beckinsale; Stanley Tucci; Bobby Cannavale; Jai Courtney; Laverne Cox; Constantine Gregory; Ori Pfeffer; David Bradley; Susan Sarandon; Lewis Ian Bray,3967; 2283; 21127; 224181; 1298360; 27425; 81480; 11180; 4038; 3949707,2021,,264113.0,264113
617653,The Last Duel,2021-10-13,153.0,en,100000000.0,30552111.0,14.5624,7.4,3986,Drama; History; Thriller,US,20th Century Studios; Pearl Street Films; Scott Free Productions,127928; 29313; 221347,,,Ridley Scott,Matt Damon; Adam Driver; Jodie Comer; Ben Affleck; Harriet Walter; Marton Csokas; Alex Lawther; William Houston; Oliver Cotton; Željko Ivanek,1892; 1023139; 1388593; 880; 17477; 20982; 1379277; 84865; 24627; 6752,2021,0.0,578.0,578
618588,Arthur the King,2024-02-22,107.0,en,19000000.0,40829138.0,7.1953,7.5,986,Adventure; Drama,CA; US,Entertainment One; Tucker Tooley Entertainment; Municipal Pictures; Atmosphere Entertainment MM,8147; 100033; 169668; 2995,,,Simon Cellan Jones,Mark Wahlberg; Simu Liu; Juliet Rylance; Nathalie Emmanuel; Ali Suliman; Bear Grylls; Paul Guilfoyle; Rob Collins; Alani iLongwe; Cece Valentina,13240; 1489211; 928906; 1251069; 762; 208629; 925; 1636490; 1183648; 4379987,2024,1.0,144798.0,144798
619592,Force of Nature,2020-07-02,91.0,en,15000000.0,638221.0,5.7897,5.136,572,Action; Crime; Thriller,PR; GB; US,Ingenious Media; Blue Box International; FON Film Production; Force of Nature Film; Grindstone Entertainment Group; Pimienta; River Bay Films; SSS Entertainment; Way Down East Entertainment; EFO Films,290; 121423; 138238; 138239; 3604; 24513; 85562; 65649; 138240; 10405,,,Michael Polish,Mel Gibson; Emile Hirsch; Kate Bosworth; David Zayas; Stephanie Cayo; Tyler Jon Olson; Rey Hernandez; Blas Sien Diaz; William Catlett; Jasper Polish,2461; 46593; 7517; 22821; 1255083; 1388479; 76799; 2375307; 1962720; 41884,2020,0.0,41887.0,41887
619730,Don't Worry Darling,2022-09-21,123.0,en,35000000.0,86700000.0,9.9027,6.763,3059,Thriller; Science Fiction; Mystery,US,Vertigo Entertainment; New Line Cinema,829; 12,,,Olivia Wilde,Florence Pugh; Harry Styles; Chris Pine; Olivia Wilde; KiKi Layne; Gemma Chan; Nick Kroll; Sydney Chandler; Kate Berlant; Asif Ali,1373737; 1052109; 62064; 59315; 1884703; 97576; 208519; 2754753; 1436999; 1822025,2022,1.0,59315.0,59315
619778,Malignant,2021-09-01,111.0,en,40000000.0,34891791.0,13.0544,6.748,2726,Horror; Mystery,US,New Line Cinema; Atomic Monster; Starlight Media; My Entertainment,12; 76907; 141525; 206855,,,James Wan,Annabelle Wallis; Maddie Hasson; George Young; Michole Briana White; Susanna Thompson; Ingrid Bisu; Jean Louisa Kelly; Jake Abel; Jacqueline McKenzie; Christian Clemenson,82809; 593202; 1622199; 536271; 62547; 117656; 26495; 105727; 28744; 41517,2021,0.0,2127.0,2127
619803,The Roundup,2022-05-18,106.0,ko,7600000.0,101166707.0,11.1369,7.334,458,Action; Crime; Thriller,KR,BA Entertainment; Hong Film; Big Punch Pictures,84678; 96989; 129217,619802.0,The Roundup Collection,Lee Sang-yong,Don Lee; Son Seok-koo; Choi Gwi-hwa; Park Ji-hwan; Heo Dong-won; Ha Jun; Jeong Jae-kwang; Nam Moon-chul; Park Ji-young; Lee Ju-won,1024395; 2035488; 1418581; 1078674; 1332468; 1953453; 2298157; 1627313; 1673497; 1522159,2022,1.0,2376041.0,2376041
621151,Spell,2020-10-30,91.0,en,,500104.0,5.2666,6.385,469,Thriller; Horror; Fantasy,ZA; US,Paramount Players; LINK Entertainment; MC8 Entertainment; Radar Pictures,96540; 99435; 211030; 350,,,Mark Tonderai,Omari Hardwick; Loretta Devine; John Beasley; Peter Butler; Lorraine Burroughs; André Jacobs; Tumisho Masha; Ri-Karlo Handy; Hannah Gonera; Kalifa Burton,41556; 18284; 38571; 152244; 125245; 938734; 15546; 2801266; 2801267; 2801268,2020,,86482.0,86482
621587,Next Goal Wins,2023-11-16,104.0,en,14000000.0,18062279.0,6.1426,6.4,610,Comedy; Drama,NZ; GB; US,The Imaginarium; Searchlight Pictures; TSG Entertainment; Garrett Basch Productions; Defender Films; Archer's Mark,85284; 127929; 22213; 219854; 6510; 30601,,,Taika Waititi,Michael Fassbender; Oscar Kightley; Kaimana; David Fane; Rachel House; Beulah Koale; Taika Waititi; Will Arnett; Elisabeth Moss; Uli Latukefu,17288; 89843; 2458277; 55937; 15298; 1397346; 55934; 21200; 32798; 1384511,2023,1.0,55934.0,55934
621707,The Vigil,2020-07-01,88.0,en,,1868659.0,5.052,5.82,440,Horror; Mystery,US,Angry Adam Productions; Blumhouse Productions; BoulderLight Pictures,81732; 3172; 18609,,,Keith Thomas,Dave Davis; Lynn Cohen; Menashe Lustig; Malky Goldman; Fred Melamed; Nati Rabinowitz; Moshe Lobel; Spencer Zender; Dun Laskey; Hershy Fishman,1367309; 8792; 1717047; 2407955; 105303; 2261070; 2407956; 2407957; 2407958; 2407959,2020,,2381662.0,2381662
624860,The Matrix Resurrections,2021-12-16,148.0,en,190000000.0,156497322.0,20.3412,6.31,6687,Science Fiction; Action; Adventure,US,Warner Bros. Pictures; Village Roadshow Pictures; Venus Castina Productions,174; 79; 84764,2344.0,The Matrix Collection,Lana Wachowski,Keanu Reeves; Carrie-Anne Moss; Yahya Abdul-Mateen II; Jonathan Groff; Jessica Henwick; Neil Patrick Harris; Jada Pinkett Smith; Priyanka Chopra Jonas; Christina Ricci; Lambert Wilson,6384; 530; 1639847; 221611; 1202689; 41686; 9575; 77234; 6886; 2192,2021,0.0,9340.0,9340
625568,Unhinged,2020-07-16,90.0,en,33000000.0,39238300.0,6.3389,6.426,2580,Action; Thriller; Crime,US; GB,Solstice Studios; Burek Films; Ingenious Media; Altitude Film Entertainment,52180; 133831; 290; 19638,,,Derrick Borte,Russell Crowe; Caren Pistorius; Gabriel Bateman; Jimmi Simpson; Austin P. McKenzie; Juliene Joyner; Stephen Louis Grush; Anne Leighton; Michael Papajohn; Lucy Faust,934; 1046903; 1352028; 22125; 1685880; 2477513; 1181328; 139553; 20582; 555652,2020,1.0,126910.0,126910
626735,Dog,2022-02-17,101.0,en,20000000.0,84774243.0,6.462,7.279,1802,Drama; Comedy,US,FilmNation Entertainment; Free Association; Metro-Goldwyn-Mayer,7493; 57743; 21,,,Channing Tatum,Channing Tatum; Aavi Haas; Ryder McLaughlin; Luke Forbes; Darren Keilan; Eric Urbiztondo; Darin Keith Martin; Justin Louis Weiss; Cayden Boyd; Devin White,38673; 3376396; 2092052; 1387665; 3255984; 3304753; 3116821; 3376382; 4741; 1539711,2022,1.0,38673.0,38673; 1074867
626872,Emergency Declaration,2022-08-03,140.0,ko,18052672.0,19200000.0,8.1006,7.445,447,Action; Drama; Thriller,KR,CJeS Studios; MAGNUM9; Cine Joo; Dexter Studios; Showbox,63014; 138367; 112926; 103323; 3491,,,Han Jae-rim,Song Kang-ho; Lee Byung-hun; Jeon Do-yeon; Kim Nam-gil; Yim Si-wan; Kim So-jin; Park Hae-joon; Do Yeong-seo; Hyun Bong-sik; Woo Mi-hwa,20738; 25002; 20737; 110388; 1296713; 1887382; 1292971; 2278760; 2273915; 2790263,2022,1.0,1059129.0,1059129
627290,Antebellum,2020-09-02,106.0,en,15000000.0,7060384.0,6.9985,6.255,1011,Horror,US,Lionsgate; QC Entertainment,1632; 72725,,,Gerard Bush,Janelle Monáe; Eric Lange; Jena Malone; Jack Huston; Kiersey Clemons; Gabourey Sidibe; Marque Richardson; Robert Aramayo; Lily Cowles; Tongayi Chirisa,1005852; 116514; 20089; 54738; 1253355; 109560; 1095608; 1648346; 1636386; 105875,2020,0.0,2399829.0,2399829; 2399830
628900,The Contractor,2022-03-10,103.0,en,,2122288.0,9.6151,6.346,1090,Action; Thriller,GB; US,Thunder Road; 30WEST; STXfilms; Ingenious Media; Icon Films,3528; 104363; 47729; 290; 99272,,,Tarik Saleh,Chris Pine; Kiefer Sutherland; Ben Foster; Gillian Jacobs; Sander Thomas; Toby Dixon; Dean Ashton; Dustin Lewis; Regina Ting Chen; Brian Lafontaine,62064; 2628; 11107; 94098; 1827517; 2992962; 1980397; 1647234; 1613974; 590183,2022,,119293.0,119293
629176,Samaritan,2022-08-25,102.0,en,100000000.0,75000000.0,10.9685,6.652,2259,Science Fiction; Crime; Action,US,Metro-Goldwyn-Mayer; Balboa Productions,21; 166120,1196165.0,Samaritan Collection,Julius Avery,Javon Walton; Sylvester Stallone; Dascha Polanco; Moisés Arias; Pilou Asbæk; Sophia Tatum; Martin Starr; Henry G. Sanders; Jared Odrick; Abraham Clinkscales,2532098; 16483; 1026947; 57412; 90060; 3120144; 41089; 16506; 2546338; 1569986,2022,0.0,1299642.0,1299642
629542,The Bad Guys,2022-03-17,100.0,en,80000000.0,250162278.0,18.9986,7.515,2665,Action; Adventure; Animation; Comedy; Crime; Family,US,DreamWorks Animation,521,1231053.0,The Bad Guys Collection,Pierre Perifel,Sam Rockwell; Marc Maron; Awkwafina; Craig Robinson; Anthony Ramos; Richard Ayoade; Zazie Beetz; Alex Borstein; Lilly Singh; Barbara Goodson,6807; 1231717; 1625558; 64342; 1560244; 98103; 1545693; 24357; 1576058; 85294,2022,1.0,1261455.0,1261455
630004,The Vault,2021-03-04,114.0,en,15000000.0,8804000.0,7.4197,6.799,1106,Drama; Action; Thriller,FR; ES,Ciudadano Ciskul; Think Studio; TF1 Studio; Mediaset España; Movistar Plus; Marrowbone; Telecinco Cinema,122844; 10128; 90562; 21632; 67412; 120257; 2674,,,Jaume Balagueró,Freddie Highmore; Àstrid Bergès-Frisbey; Jose Coronado; Liam Cunningham; Sam Riley; Luis Tosar; Emilio Gutiérrez Caba; Axel Stein; Daniel Holguín; Famke Janssen,1281; 469759; 110129; 15498; 32987; 16867; 105161; 37246; 1706730; 10696,2021,0.0,54525.0,54525
630240,Titane,2021-07-14,108.0,fr,6600000.0,4982335.0,7.326,6.328,1739,Drama; Thriller; Horror,BE; FR,Kazak Productions; ARTE France Cinéma; Frakas Productions; VOO; BeTV,49934; 94; 49473; 11797; 24430,,,Julia Ducournau,Vincent Lindon; Agathe Rousselle; Garance Marillier; Laïs Salameh; Mara Cissé; Marin Judas; Diong-Kéba Tacu; Myriem Akheddiou; Bertrand Bonello; Céline Carrère,5443; 2418333; 1144473; 2934453; 3173736; 2474911; 2463389; 1689510; 146438; 1591902,2021,0.0,1392433.0,1392433
630586,Wrong Turn,2021-01-26,110.0,en,,4829926.0,10.0553,5.956,1379,Horror; Thriller,DE; US; GB,Constantin Film; The H Collective; Tea Shop & Film Company; Lionsgate,47; 116562; 13161; 1632,,,Mike P. Nelson,Charlotte Vega; Adain Bradley; Bill Sage; Emma Dumont; Dylan McTee; Daisy Head; Matthew Modine; Vardaan Arora; Adrian Favela; Tim DeZarn,1262750; 2120814; 32029; 968089; 1737253; 1070886; 8654; 2975772; 2470019; 956719,2021,,1039364.0,1039364
631842,Knock at the Cabin,2023-02-01,100.0,en,20000000.0,54700000.0,10.7135,6.245,3191,Horror; Mystery; Thriller,US; CN; JP,Blinding Edge Pictures; FilmNation Entertainment; Wishmore; Universal Pictures,12236; 7493; 152785; 33,,,M. Night Shyamalan,Dave Bautista; Jonathan Groff; Ben Aldridge; Nikki Amuka-Bird; Rupert Grint; Abby Quinn; Kristen Cui; McKenna Kerrigan; Ian Merrill Peakes; Denise Nakano,543530; 221611; 969316; 109319; 10989; 1473432; 3645646; 1816366; 944574; 3933126,2023,1.0,11614.0,11614
631843,Old,2021-07-21,108.0,en,18000000.0,90146510.0,17.9125,6.319,5018,Thriller; Mystery; Horror,CN; US,Universal Pictures; Perfect World Pictures; Blinding Edge Pictures,33; 10338; 12236,,,M. Night Shyamalan,Gael García Bernal; Vicky Krieps; Rufus Sewell; Alex Wolff; Thomasin McKenzie; Abbey Lee; Nikki Amuka-Bird; Ken Leung; Eliza Scanlen; Aaron Pierre,258; 1080195; 17328; 934281; 1356758; 1036288; 109319; 2131; 1669125; 1763709,2021,1.0,11614.0,11614
632357,The Unholy,2021-03-31,99.0,en,10000000.0,30832137.0,9.6841,6.543,2284,Horror; Mystery,US,Ghost House Pictures; Screen Gems,768; 3287,,,Evan Spiliotopoulos,Jeffrey Dean Morgan; Cricket Brown; William Sadler; Katie Aselton; Cary Elwes; Diogo Morgado; Bates Wilder; Marina Mazepa; Christine Adams; Dustin Tucker,47296; 2067034; 6573; 221944; 2130; 647347; 50588; 2551945; 87194; 1732327,2021,1.0,80675.0,80675
632617,C'mon C'mon,2021-11-19,110.0,en,8300000.0,4300000.0,5.2789,7.144,792,Drama,US,A24; Be Funny When You Can,41077; 160472,,,Mike Mills,Joaquin Phoenix; Gaby Hoffmann; Woody Norman; Scoot McNairy; Molly Webster; Jaboukie Young-White; Deborah Strang; Sunni Patterson; Jenny Eliscu; Mary Passeri,73421; 12930; 1945369; 59233; 3226107; 1998733; 1214388; 3302515; 2852265; 1605144,2021,0.0,17439.0,17439
